metric,eligible_state_clusters,mean_base_to_donor_ncte,mean_donor_to_base_ncte,mean_symmetric_ncte,symmetric_ci95_low,symmetric_ci95_high,mean_directional_asymmetry,asymmetry_ci95_low,asymmetry_ci95_high,positive_state_fraction,p_two_sided_sign_flip,q_bh_within_metric_family,sign_flip_exact,flow_step,layer,action_position
all,15,-0.005941324830227386,-0.007023032181528886,-0.006482178505878136,-0.0069918150769337365,-0.0059494070389342485,0.0015210002288773413,0.001113648093692347,0.0019414289223629079,0.0,6.103515625e-05,9.765625e-05,True,7,8,4
all,15,-0.007731828355809492,-0.00863173315177373,-0.00818178075379161,-0.008613090288689224,-0.007724936613113547,0.0015355966489040275,0.001052424111187295,0.0020353802666517743,0.0,6.103515625e-05,9.765625e-05,True,7,8,5
all,15,-0.009355140383833744,-0.008520236752455296,-0.008937688568144518,-0.009372501640712422,-0.008500763816695463,0.001351068317692824,0.0008625689745865781,0.001873930134526037,0.0,6.103515625e-05,9.765625e-05,True,7,8,6
all,15,-0.009239508565727727,-0.009218074865814595,-0.009228791715771161,-0.009711636426066862,-0.008771446823573744,0.0013579081765459613,0.000872016863734629,0.001887186054652217,0.0,6.103515625e-05,9.765625e-05,True,7,8,7
all,15,-0.009924769939208931,-0.008374431807547515,-0.009149600873378223,-0.009754292074858527,-0.008593903878481746,0.001735438931394348,0.0009315485246663484,0.0026656436089039595,0.0,6.103515625e-05,9.765625e-05,True,7,8,8
all,15,-0.008898698600253939,-0.007238833336105001,-0.008068765968179467,-0.008577813428256949,-0.007603610691245676,0.001712734147515701,0.0009188505741980187,0.002601926491013221,0.0,6.103515625e-05,9.765625e-05,True,7,8,9
all,15,-4.577733258854476e-05,0.0005884452808062916,0.00027133397410887344,2.3614898231694456e-05,0.0005385966303367476,0.0007683019535234277,0.0004047541343195526,0.001234580896950353,0.6,0.06298828125,0.08127520161290322,True,7,14,0
all,15,-0.00021462960395235298,0.0007959655386028243,0.0002906679673252356,-0.00017996180069515484,0.0008378846566956635,0.0012339040774519314,0.0005047794351118658,0.0021036352048249517,0.3333333333333333,0.2943115234375,0.3462488511029412,True,7,14,1
all,15,0.0007906349689778369,0.0012450486512343788,0.0010178418101061079,0.00046999769490726513,0.001567399404506111,0.0019157069969877522,0.0011916984094514553,0.002696014997314775,0.8,0.00341796875,0.004755434782608696,True,7,14,2
all,15,0.0019118756211903801,0.0009892612829740157,0.001450568452082198,0.0008322189386380174,0.002049944427170185,0.003035026404262144,0.002158009276204754,0.003937063689737168,0.8666666666666667,0.00091552734375,0.0012963219026548673,True,7,14,3
all,15,0.0011486197191667273,0.0011553169198755121,0.00115196831952112,0.0006271723439800932,0.0016071828852464904,0.0019151521370984084,0.0012315386561568577,0.0027550058124986196,0.8666666666666667,0.0015869140625,0.002227247807017544,True,7,14,4
all,15,0.001501421994584052,0.0020542293162350038,0.0017778256554095277,0.001212428620624232,0.0023533933929725526,0.0014423627972786255,0.0010010278526643953,0.0019040142112160168,0.9333333333333333,0.00018310546875,0.00027638561320754716,True,7,14,5
all,15,0.0026431880842784417,0.00419079825896671,0.003416993171622575,0.002834141568416095,0.004031973590576469,0.002105959374668506,0.0012869890239911425,0.002931927776920199,1.0,6.103515625e-05,9.765625e-05,True,7,14,6
all,15,0.003290240276768844,0.004709728981612006,0.003999984629190425,0.0034992398561101983,0.004556101984698003,0.003261039173673124,0.002185496031625252,0.0043146141070302055,1.0,6.103515625e-05,9.765625e-05,True,7,14,7
all,15,0.002270774990251999,0.004287095078802428,0.0032789350345272133,0.0028772521365757996,0.003672601446500501,0.003757545117780826,0.002576522773606408,0.004910988938084971,1.0,6.103515625e-05,9.765625e-05,True,7,14,8
all,15,0.0003865379906207724,0.0018440156767328577,0.0011152768336768154,0.0006795179406953884,0.0015834955257743957,0.003374881874411267,0.002216072264182542,0.004519146971266441,0.8666666666666667,0.000244140625,0.0003616898148148148,True,7,14,9
